config_name,split_id,train_seed,group,checkpoint_step,mean_success_rate,mean_avg_return,mean_first_success_step,n_runs,mean_success_rate_smooth,mean_avg_return_smooth,mean_first_success_step_smooth
config_A,0,11,train,550000,0.0,59.71790324206402,,1,0.0,59.71790324206402,
config_A,0,11,train,600000,0.0,60.81105895114508,,1,0.0,60.81105895114508,
config_A,0,11,train,650000,0.0,47.13554184846946,,1,0.0,47.13554184846946,
config_A,0,11,train,700000,0.0,130.25552507703753,,1,0.0,130.25552507703753,
config_A,0,11,train,750000,0.0,237.6636031723341,,1,0.0,237.6636031723341,
config_A,0,11,train,800000,0.0,457.400700083248,,1,0.0,457.400700083248,
config_A,0,11,train,850000,0.0,442.7653358390938,,1,0.0,442.7653358390938,
config_A,0,11,train,900000,0.0,68.76996658680055,,1,0.0,68.76996658680055,
config_A,0,11,train,950000,0.0,149.19837879871469,,1,0.0,149.19837879871469,
config_A,0,11,train,1000000,0.0,2074.805033549548,,1,0.0,2074.805033549548,
config_A,0,11,train,1050000,0.0222222222222222,2376.3977324863563,67.0,1,0.0222222222222222,2376.3977324863563,67.0
config_A,0,11,train,1100000,0.3111111111111111,1803.7100785533407,77.0,1,0.3111111111111111,1803.7100785533407,77.0
config_A,0,11,train,1150000,0.5111111111111111,883.9625420596142,114.1304347826087,1,0.5111111111111111,883.9625420596142,114.1304347826087
config_A,0,11,train,1200000,0.6666666666666666,513.9210690655034,83.46666666666667,1,0.6666666666666666,513.9210690655034,83.46666666666667
config_A,0,11,train,1250000,0.8666666666666667,230.1616409264355,85.97435897435898,1,0.8666666666666667,230.1616409264355,85.97435897435898
config_A,0,11,train,1300000,0.8222222222222222,217.6470806802733,90.10810810810813,1,0.8222222222222222,217.6470806802733,90.10810810810813
config_A,0,11,train,1350000,0.8222222222222222,405.9738211092487,74.48648648648648,1,0.8222222222222222,405.9738211092487,74.48648648648648
config_A,0,11,train,1400000,0.9777777777777776,180.63533125484724,70.22727272727273,1,0.9777777777777776,180.63533125484724,70.22727272727273
config_A,0,11,train,1450000,0.9555555555555556,270.90577478564376,75.09302325581395,1,0.9555555555555556,270.90577478564376,75.09302325581395
config_A,0,11,train,1500000,0.9555555555555556,227.39817192554983,80.4186046511628,1,0.9555555555555556,227.39817192554983,80.4186046511628
config_A,0,11,train,1550000,0.8888888888888888,407.8172251629803,92.75,1,0.8888888888888888,407.8172251629803,92.75
config_A,0,11,train,1600000,0.8888888888888888,469.4704918903232,137.75,1,0.8888888888888888,469.4704918903232,137.75
config_A,0,11,train,1650000,0.9333333333333332,535.2206820113399,104.64285714285714,1,0.9333333333333332,535.2206820113399,104.64285714285714
config_A,0,11,train,1700000,0.9777777777777776,332.4095494897832,83.93181818181819,1,0.9777777777777776,332.4095494897832,83.93181818181819
config_A,0,11,train,1750000,0.8888888888888888,275.34609380380795,81.05,1,0.8888888888888888,275.34609380380795,81.05
config_A,0,11,train,1800000,1.0,239.6413029786832,76.84444444444445,1,1.0,239.6413029786832,76.84444444444445
config_A,0,11,train,1850000,0.9777777777777776,162.0857774254805,63.63636363636363,1,0.9777777777777776,162.0857774254805,63.63636363636363
config_A,0,11,train,1900000,0.9777777777777776,221.83517579235,62.20454545454545,1,0.9777777777777776,221.83517579235,62.20454545454545
config_A,0,11,train,1950000,0.9555555555555556,181.89495303281808,66.06976744186046,1,0.9555555555555556,181.89495303281808,66.06976744186046
config_A,0,11,train,2000000,0.9333333333333332,173.44420685951974,65.73809523809524,1,0.9333333333333332,173.44420685951974,65.73809523809524
config_A,0,11,train,2050000,0.8,242.65386554771123,63.86111111111112,1,0.8,242.65386554771123,63.86111111111112
config_A,0,11,train,2100000,0.8888888888888888,241.4431081803066,67.4,1,0.8888888888888888,241.4431081803066,67.4
config_A,0,11,train,2150000,0.8888888888888888,503.6299963391065,75.275,1,0.8888888888888888,503.6299963391065,75.275
config_A,0,11,train,2200000,0.8444444444444444,326.62528195716527,70.44736842105263,1,0.8444444444444444,326.62528195716527,70.44736842105263
config_A,0,11,train,2250000,0.8666666666666667,165.32825170493714,66.56410256410257,1,0.8666666666666667,165.32825170493714,66.56410256410257
config_A,0,11,train,2300000,0.9111111111111112,275.11272101469183,70.29268292682927,1,0.9111111111111112,275.11272101469183,70.29268292682927
config_A,0,11,train,2350000,0.9555555555555556,172.65703522403635,63.58139534883721,1,0.9555555555555556,172.65703522403635,63.58139534883721
config_A,0,11,train,2400000,0.9555555555555556,144.89504546987305,61.53488372093023,1,0.9555555555555556,144.89504546987305,61.53488372093023
config_A,0,11,train,2450000,0.8666666666666667,286.30371018148355,64.3076923076923,1,0.8666666666666667,286.30371018148355,64.3076923076923
config_A,0,11,train,2500000,0.9111111111111112,139.44736606785915,62.26829268292683,1,0.9111111111111112,139.44736606785915,62.26829268292683
config_A,1,11,test,50000,0.0,14.492700736348402,,1,0.0,14.492700736348402,
config_A,1,11,test,100000,0.0,13.23388798642029,,1,0.0,13.23388798642029,
config_A,1,11,test,150000,0.0,107.36950879279638,,1,0.0,107.36950879279638,
config_A,1,11,test,200000,0.0,18.57837831944792,,1,0.0,18.57837831944792,
config_A,1,11,test,250000,0.0,52.49684115263624,,1,0.0,52.49684115263624,
config_A,1,11,test,300000,0.0,166.02964394392413,,1,0.0,166.02964394392413,
config_A,1,11,test,350000,0.0,69.60980642772844,,1,0.0,69.60980642772844,
config_A,1,11,test,400000,0.0,28.24136816002338,,1,0.0,28.24136816002338,
config_A,1,11,test,450000,0.0,48.50338864885614,,1,0.0,48.50338864885614,
config_A,1,11,test,500000,0.0,24.45998267043322,,1,0.0,24.45998267043322,
config_A,1,11,test,550000,0.0,20.258460815897223,,1,0.0,20.258460815897223,
config_A,1,11,test,600000,0.0,37.81385881762369,,1,0.0,37.81385881762369,
config_A,1,11,test,650000,0.0,222.0961926950301,,1,0.0,222.0961926950301,
config_A,1,11,test,700000,0.0,194.42954011488777,,1,0.0,194.42954011488777,
config_A,1,11,test,750000,0.0,48.36775037755804,,1,0.0,48.36775037755804,
config_A,1,11,test,800000,0.0,23.147484908368,,1,0.0,23.147484908368,
config_A,1,11,test,850000,0.0,12.525529279175837,,1,0.0,12.525529279175837,
config_A,1,11,test,900000,0.0,12.39042960605772,,1,0.0,12.39042960605772,
config_A,1,11,test,950000,0.0,16.366341166132287,,1,0.0,16.366341166132287,
config_A,1,11,test,1000000,0.0,1002.3720207145444,,1,0.0,1002.3720207145444,
config_A,1,11,test,1050000,0.0,913.4994814825434,,1,0.0,913.4994814825434,
config_A,1,11,test,1100000,0.0,774.43182488729,,1,0.0,774.43182488729,
config_A,1,11,test,1150000,0.0,491.512575868254,,1,0.0,491.512575868254,
config_A,1,11,test,1200000,0.0,652.6320112783451,,1,0.0,652.6320112783451,
config_A,1,11,test,1250000,0.0,1351.0834557942865,,1,0.0,1351.0834557942865,
config_A,1,11,test,1300000,0.2,1043.231201704414,460.0,1,0.2,1043.231201704414,460.0
config_A,1,11,test,1350000,0.2,627.3449556295886,69.0,1,0.2,627.3449556295886,69.0
config_A,1,11,test,1400000,0.0,1151.8048894489584,,1,0.0,1151.8048894489584,
config_A,1,11,test,1450000,0.2,1410.837471817167,145.0,1,0.2,1410.837471817167,145.0
config_A,1,11,test,1500000,0.2,432.0097983248088,82.0,1,0.2,432.0097983248088,82.0
config_A,1,11,test,1550000,1.0,339.8644902141409,120.0,1,1.0,339.8644902141409,120.0
config_A,1,11,test,1600000,0.2,587.3329288420965,58.0,1,0.2,587.3329288420965,58.0
config_A,1,11,test,1650000,0.8,287.4031409507591,114.75,1,0.8,287.4031409507591,114.75
config_A,1,11,test,1700000,0.6,994.3700448513522,124.33333333333331,1,0.6,994.3700448513522,124.33333333333331
config_A,1,11,test,1750000,0.2,1147.5066618749656,57.0,1,0.2,1147.5066618749656,57.0
config_A,1,11,test,1800000,0.6,563.5620131179815,63.0,1,0.6,563.5620131179815,63.0
config_A,1,11,test,1850000,0.6,890.6663852872531,61.333333333333336,1,0.6,890.6663852872531,61.333333333333336
config_A,1,11,test,1900000,0.4,1006.7277741920605,61.0,1,0.4,1006.7277741920605,61.0
config_A,1,11,test,1950000,0.8,999.1066139208378,172.25,1,0.8,999.1066139208378,172.25
config_A,1,11,test,2000000,0.8,872.1091507515682,116.0,1,0.8,872.1091507515682,116.0
config_A,1,11,test,2050000,0.6,910.4399976902376,150.0,1,0.6,910.4399976902376,150.0
config_A,1,11,test,2100000,0.2,1436.3722561212858,55.0,1,0.2,1436.3722561212858,55.0
config_A,1,11,test,2150000,0.4,1192.5629159742311,68.0,1,0.4,1192.5629159742311,68.0
config_A,1,11,test,2200000,0.8,304.40588216139724,94.0,1,0.8,304.40588216139724,94.0
config_A,1,11,test,2250000,0.8,793.0513568127168,77.25,1,0.8,793.0513568127168,77.25
config_A,1,11,test,2300000,0.2,1846.9457653846523,71.0,1,0.2,1846.9457653846523,71.0
config_A,1,11,test,2350000,0.4,1792.9425953404325,79.5,1,0.4,1792.9425953404325,79.5
config_A,1,11,test,2400000,1.0,248.2683397975812,83.2,1,1.0,248.2683397975812,83.2
config_A,1,11,test,2450000,0.4,725.2797678017116,71.0,1,0.4,725.2797678017116,71.0
config_A,1,11,test,2500000,1.0,143.08515232997507,72.8,1,1.0,143.08515232997507,72.8
config_A,1,11,train,50000,0.0,20.12359634325685,,1,0.0,20.12359634325685,
config_A,1,11,train,100000,0.0,16.052618796934823,,1,0.0,16.052618796934823,
config_A,1,11,train,150000,0.0,27.53490484154592,,1,0.0,27.53490484154592,
config_A,1,11,train,200000,0.0,43.58890770633692,,1,0.0,43.58890770633692,
config_A,1,11,train,250000,0.0,31.72323702891614,,1,0.0,31.72323702891614,
config_A,1,11,train,300000,0.0,62.75706715210973,,1,0.0,62.75706715210973,
config_A,1,11,train,350000,0.0,80.17675803487164,,1,0.0,80.17675803487164,
config_A,1,11,train,400000,0.0,51.93941105283112,,1,0.0,51.93941105283112,
config_A,1,11,train,450000,0.0,32.63705428467545,,1,0.0,32.63705428467545,
config_A,1,11,train,500000,0.0,38.9583795704039,,1,0.0,38.9583795704039,
config_A,1,11,train,550000,0.0,50.13905071008285,,1,0.0,50.13905071008285,
config_A,1,11,train,600000,0.0,31.348903627593668,,1,0.0,31.348903627593668,
config_A,1,11,train,650000,0.0,155.6731147736321,,1,0.0,155.6731147736321,
config_A,1,11,train,700000,0.0,41.51371252680857,,1,0.0,41.51371252680857,
config_A,1,11,train,750000,0.0,62.49229764011695,,1,0.0,62.49229764011695,
config_A,1,11,train,800000,0.0,46.55641039856207,,1,0.0,46.55641039856207,
config_A,1,11,train,850000,0.0,27.36231691052743,,1,0.0,27.36231691052743,
config_A,1,11,train,900000,0.0,23.11009445898868,,1,0.0,23.11009445898868,
config_A,1,11,train,950000,0.0,20.933901918975856,,1,0.0,20.933901918975856,
config_A,1,11,train,1000000,0.0,878.2623815287133,,1,0.0,878.2623815287133,
config_A,1,11,train,1050000,0.0444444444444444,495.2239651092825,320.5,1,0.0444444444444444,495.2239651092825,320.5
config_A,1,11,train,1100000,0.0,899.6625439359881,,1,0.0,899.6625439359881,
config_A,1,11,train,1150000,0.0222222222222222,1219.430207470046,129.0,1,0.0222222222222222,1219.430207470046,129.0
config_A,1,11,train,1200000,0.1333333333333333,1236.8459479490857,114.5,1,0.1333333333333333,1236.8459479490857,114.5
config_A,1,11,train,1250000,0.1111111111111111,1041.6713558748695,91.6,1,0.1111111111111111,1041.6713558748695,91.6
config_A,1,11,train,1300000,0.1111111111111111,1370.3781037344902,252.0,1,0.1111111111111111,1370.3781037344902,252.0
config_A,1,11,train,1350000,0.1333333333333333,1090.8412551138326,118.5,1,0.1333333333333333,1090.8412551138326,118.5
config_A,1,11,train,1400000,0.0444444444444444,1215.2008709230151,118.5,1,0.0444444444444444,1215.2008709230151,118.5
config_A,1,11,train,1450000,0.0888888888888888,1760.94047311833,222.25,1,0.0888888888888888,1760.94047311833,222.25
config_A,1,11,train,1500000,0.2444444444444444,1167.0068627674164,92.0,1,0.2444444444444444,1167.0068627674164,92.0
config_A,1,11,train,1550000,0.4888888888888889,978.1063067690436,115.5909090909091,1,0.4888888888888889,978.1063067690436,115.5909090909091
config_A,1,11,train,1600000,0.2222222222222222,453.9967444699088,107.6,1,0.2222222222222222,453.9967444699088,107.6
config_A,1,11,train,1650000,0.5555555555555556,855.4170635531478,99.92,1,0.5555555555555556,855.4170635531478,99.92
config_A,1,11,train,1700000,0.4222222222222222,621.184360368961,80.52631578947368,1,0.4222222222222222,621.184360368961,80.52631578947368
config_A,1,11,train,1750000,0.3333333333333333,602.77744861562,81.26666666666667,1,0.3333333333333333,602.77744861562,81.26666666666667
config_A,1,11,train,1800000,0.4,731.1931089886207,76.88888888888889,1,0.4,731.1931089886207,76.88888888888889
config_A,1,11,train,1850000,0.5111111111111111,445.0118437475159,88.1304347826087,1,0.5111111111111111,445.0118437475159,88.1304347826087
config_A,1,11,train,1900000,0.6444444444444445,641.4675536734837,90.20689655172414,1,0.6444444444444445,641.4675536734837,90.20689655172414
config_A,1,11,train,1950000,0.7555555555555555,348.2466281394245,95.91176470588236,1,0.7555555555555555,348.2466281394245,95.91176470588236
config_A,1,11,train,2000000,0.8,660.6987883532813,97.61111111111111,1,0.8,660.6987883532813,97.61111111111111
config_A,1,11,train,2050000,0.7777777777777778,502.7915804156368,115.11428571428571,1,0.7777777777777778,502.7915804156368,115.11428571428571
config_A,1,11,train,2100000,0.7777777777777778,506.2740954356887,122.91428571428573,1,0.7777777777777778,506.2740954356887,122.91428571428573
config_A,1,11,train,2150000,0.8,468.37434399439167,77.05555555555556,1,0.8,468.37434399439167,77.05555555555556
config_A,1,11,train,2200000,0.9111111111111112,215.67698759786617,83.63414634146342,1,0.9111111111111112,215.67698759786617,83.63414634146342
config_A,1,11,train,2250000,0.9111111111111112,349.4242905957898,77.78048780487805,1,0.9111111111111112,349.4242905957898,77.78048780487805
config_A,1,11,train,2300000,0.6444444444444445,894.0980634929797,80.75862068965517,1,0.6444444444444445,894.0980634929797,80.75862068965517
config_A,1,11,train,2350000,0.3777777777777777,1598.477960704882,90.0,1,0.3777777777777777,1598.477960704882,90.0
config_A,1,11,train,2400000,0.9777777777777776,305.8884482879725,82.6590909090909,1,0.9777777777777776,305.8884482879725,82.6590909090909
config_A,1,11,train,2450000,0.8888888888888888,222.4003604361435,85.375,1,0.8888888888888888,222.4003604361435,85.375
config_A,1,11,train,2500000,0.9777777777777776,212.3343317498625,76.31818181818181,1,0.9777777777777776,212.3343317498625,76.31818181818181
config_A,2,11,test,50000,0.0,6.4731571358084015,,1,0.0,6.4731571358084015,
config_A,2,11,test,100000,0.0,7.705950016624716,,1,0.0,7.705950016624716,
config_A,2,11,test,150000,0.0,19.74623206960173,,1,0.0,19.74623206960173,
config_A,2,11,test,200000,0.0,18.95177871607837,,1,0.0,18.95177871607837,
config_A,2,11,test,250000,0.0,11.531422036892856,,1,0.0,11.531422036892856,
config_A,2,11,test,300000,0.0,10.006722047735993,,1,0.0,10.006722047735993,
config_A,2,11,test,350000,0.0,16.975944147834294,,1,0.0,16.975944147834294,
config_A,2,11,test,400000,0.0,40.65307322817683,,1,0.0,40.65307322817683,
config_A,2,11,test,450000,0.0,35.81363789377913,,1,0.0,35.81363789377913,
config_A,2,11,test,500000,0.0,16.995726143282287,,1,0.0,16.995726143282287,
config_A,2,11,test,550000,0.0,25.32558825003625,,1,0.0,25.32558825003625,
config_A,2,11,test,600000,0.0,16.476647901179877,,1,0.0,16.476647901179877,
config_A,2,11,test,650000,0.0,14.969188559197686,,1,0.0,14.969188559197686,
config_A,2,11,test,700000,0.0,19.228996464216625,,1,0.0,19.228996464216625,
config_A,2,11,test,750000,0.0,22.450299589046285,,1,0.0,22.450299589046285,
config_A,2,11,test,800000,0.0,24.40662003275448,,1,0.0,24.40662003275448,
config_A,2,11,test,850000,0.0,23.79439213762793,,1,0.0,23.79439213762793,
config_A,2,11,test,900000,0.0,19.9348986223848,,1,0.0,19.9348986223848,
config_A,2,11,test,950000,0.0,23.09652567409161,,1,0.0,23.09652567409161,
config_A,2,11,test,1000000,0.0,839.3584692173533,,1,0.0,839.3584692173533,
config_A,2,11,test,1050000,0.0,647.5259385694804,,1,0.0,647.5259385694804,
config_A,2,11,test,1100000,0.0,726.1019965970407,,1,0.0,726.1019965970407,
config_A,2,11,test,1150000,0.0,719.6993462219345,,1,0.0,719.6993462219345,
config_A,2,11,test,1200000,0.0,1711.0976411680008,,1,0.0,1711.0976411680008,
config_A,2,11,test,1250000,0.4,1533.151097527059,181.5,1,0.4,1533.151097527059,181.5
config_A,2,11,test,1300000,0.4,1317.1240406902275,83.0,1,0.4,1317.1240406902275,83.0
config_A,2,11,test,1350000,0.6,831.1142904183929,89.33333333333333,1,0.6,831.1142904183929,89.33333333333333
config_A,2,11,test,1400000,0.6,1442.964086268052,101.66666666666669,1,0.6,1442.964086268052,101.66666666666669
config_A,2,11,test,1450000,0.8,235.1277249936309,84.25,1,0.8,235.1277249936309,84.25
config_A,2,11,test,1500000,1.0,365.1454675547165,97.0,1,1.0,365.1454675547165,97.0
config_A,2,11,test,1550000,1.0,288.43180346329564,85.8,1,1.0,288.43180346329564,85.8
config_A,2,11,test,1600000,0.6,283.7970119523541,79.66666666666667,1,0.6,283.7970119523541,79.66666666666667
config_A,2,11,test,1650000,1.0,291.54280894224496,86.0,1,1.0,291.54280894224496,86.0
config_A,2,11,test,1700000,0.8,398.8257533033246,113.5,1,0.8,398.8257533033246,113.5
config_A,2,11,test,1750000,0.8,197.2479889528462,78.0,1,0.8,197.2479889528462,78.0
config_A,2,11,test,1800000,0.8,228.9769636471148,80.5,1,0.8,228.9769636471148,80.5
config_A,2,11,test,1850000,0.8,188.5476799089737,68.5,1,0.8,188.5476799089737,68.5
config_A,2,11,test,1900000,1.0,159.54833158694174,67.4,1,1.0,159.54833158694174,67.4
config_A,2,11,test,1950000,1.0,248.0603104038975,76.0,1,1.0,248.0603104038975,76.0
config_A,2,11,test,2000000,1.0,205.3046973822024,72.0,1,1.0,205.3046973822024,72.0
config_A,2,11,test,2050000,0.8,222.80921008069737,69.25,1,0.8,222.80921008069737,69.25
config_A,2,11,test,2100000,1.0,149.63333575230791,60.0,1,1.0,149.63333575230791,60.0
config_A,2,11,test,2150000,1.0,176.62863933625323,64.2,1,1.0,176.62863933625323,64.2
config_A,2,11,test,2200000,0.6,192.36644440204603,67.66666666666667,1,0.6,192.36644440204603,67.66666666666667
config_A,2,11,test,2250000,1.0,399.79603525953615,103.6,1,1.0,399.79603525953615,103.6
config_A,2,11,test,2300000,0.8,212.8093639983372,66.25,1,0.8,212.8093639983372,66.25
config_A,2,11,test,2350000,0.8,212.94350814977224,73.5,1,0.8,212.94350814977224,73.5
config_A,2,11,test,2400000,0.8,235.0801691766331,74.25,1,0.8,235.0801691766331,74.25
config_A,2,11,test,2450000,0.8,577.1116943463834,68.0,1,0.8,577.1116943463834,68.0
config_A,2,11,test,2500000,1.0,582.470398292621,142.2,1,1.0,582.470398292621,142.2
config_A,2,11,train,50000,0.0,12.131493453219116,,1,0.0,12.131493453219116,
config_A,2,11,train,100000,0.0,9.91134558999284,,1,0.0,9.91134558999284,
config_A,2,11,train,150000,0.0,14.155152265634246,,1,0.0,14.155152265634246,
config_A,2,11,train,200000,0.0,11.568346886932478,,1,0.0,11.568346886932478,
config_A,2,11,train,250000,0.0,10.016250182969143,,1,0.0,10.016250182969143,
config_A,2,11,train,300000,0.0,10.808781932377368,,1,0.0,10.808781932377368,
config_A,2,11,train,350000,0.0,19.34790434016413,,1,0.0,19.34790434016413,
config_A,2,11,train,400000,0.0,42.93206300050083,,1,0.0,42.93206300050083,
config_A,2,11,train,450000,0.0,28.61778994322541,,1,0.0,28.61778994322541,
config_A,2,11,train,500000,0.0,24.137710351201385,,1,0.0,24.137710351201385,
config_A,2,11,train,550000,0.0,46.81828579776393,,1,0.0,46.81828579776393,
config_A,2,11,train,600000,0.0,37.73015692063295,,1,0.0,37.73015692063295,
config_A,2,11,train,650000,0.0,32.29549731381218,,1,0.0,32.29549731381218,
config_A,2,11,train,700000,0.0,27.39285161087586,,1,0.0,27.39285161087586,
config_A,2,11,train,750000,0.0,41.77280938259144,,1,0.0,41.77280938259144,
config_A,2,11,train,800000,0.0,32.41187134569274,,1,0.0,32.41187134569274,
config_A,2,11,train,850000,0.0,37.176588037551966,,1,0.0,37.176588037551966,
config_A,2,11,train,900000,0.0,63.4946977620965,,1,0.0,63.4946977620965,
config_A,2,11,train,950000,0.0,35.903588156441685,,1,0.0,35.903588156441685,
config_A,2,11,train,1000000,0.0,755.4566657745761,,1,0.0,755.4566657745761,
config_A,2,11,train,1050000,0.0,599.1837933771504,,1,0.0,599.1837933771504,
config_A,2,11,train,1100000,0.0,834.9878515751224,,1,0.0,834.9878515751224,
config_A,2,11,train,1150000,0.0,818.3582568785704,,1,0.0,818.3582568785704,
config_A,2,11,train,1200000,0.0,1543.7030205513606,,1,0.0,1543.7030205513606,
config_A,2,11,train,1250000,0.2444444444444444,1924.1501244876536,210.0909090909091,1,0.2444444444444444,1924.1501244876536,210.0909090909091
config_A,2,11,train,1300000,0.7777777777777778,561.9466702263309,86.74285714285715,1,0.7777777777777778,561.9466702263309,86.74285714285715
config_A,2,11,train,1350000,0.7333333333333333,640.7832268583438,89.39393939393939,1,0.7333333333333333,640.7832268583438,89.39393939393939
config_A,2,11,train,1400000,0.7111111111111111,1001.9901873238294,99.96875,1,0.7111111111111111,1001.9901873238294,99.96875
config_A,2,11,train,1450000,0.8666666666666667,388.6486426424812,90.82051282051282,1,0.8666666666666667,388.6486426424812,90.82051282051282
config_A,2,11,train,1500000,0.9555555555555556,456.9139421310361,104.51162790697674,1,0.9555555555555556,456.9139421310361,104.51162790697674
config_A,2,11,train,1550000,0.9333333333333332,448.2787327685319,95.04761904761904,1,0.9333333333333332,448.2787327685319,95.04761904761904
config_A,2,11,train,1600000,0.8444444444444444,319.9315388245703,118.44736842105264,1,0.8444444444444444,319.9315388245703,118.44736842105264
config_A,2,11,train,1650000,0.8666666666666667,511.2237301702565,97.6153846153846,1,0.8666666666666667,511.2237301702565,97.6153846153846
config_A,2,11,train,1700000,0.8,623.4544648069077,103.19444444444444,1,0.8,623.4544648069077,103.19444444444444
